Plant Type,SPDES Permit Number,Facility Name,Ground or Surface,Average Design Hydraulic Flow,Street,City,State,Country,Zip Code,Latitude,Longitude,Location 1,Georeference
Industrial,NY0245780,NYS DOT REGION 4 BRIDGE CREW FACILITY,Surface,0.00,HARECK RD - S OF RTE 531 & E OF MANITOU RD,GATES,NY,USA,,43.16,-77.74,"(43.16, -77.74)",POINT (-77.74 43.16)
Industrial,NY0264296,DEDECO INTERNATIONAL,Ground,,11617 ST RTE 97,LONG EDDY,NY,USA,12760,41.85,-75.13,"(41.85, -75.13)",POINT (-75.13 41.85)
Industrial,NY0106968,HALCYON PARK WD,Surface,0.00,LOHMAIER LN,LAKE KATRINE,NY,USA,12449,42.01,-74.00,"(42.01, -74.0)",POINT (-74 42.01)
Industrial,NY0255734,CLINTON CO - ELLENBURG GARAGE,Ground,0.01,RTE 190,ELLENBURG,NY,USA,12933,44.89,-73.84,"(44.89, -73.84)",POINT (-73.84 44.89)
Industrial,NY0004138,NORWICH PHARMACEUTICALS INC,Surface,0.14,6826 ST RTE 12,NORTH NORWICH,NY,USA,13814,42.60,-75.53,"(42.6, -75.53)",POINT (-75.53 42.6)
Municipal,NY0029238,OSWEGO - T SLEEPY HOLLOW STP,Surface,0.01,SLEEPY HOLLOW RD,OSWEGO,NY,USA,13126,43.43,-76.58,"(43.43, -76.58)",POINT (-76.58 43.43)
Industrial,NY0218324,ILION WATER COMMISSION TREATMENT PLANT,Surface,0.01,ELIZABETHTOWN RD,ILION,NY,USA,13357,42.99,-75.05,"(42.99, -75.05)",POINT (-75.05 42.99)
Industrial,NY0288039,TOWN OF BROOKFIELD HIGHWAY DEPT,Surface,0.00,2186 BEAVER CREEK RD,BROOKFIELD,NY,USA,13485,42.81,-75.33,"(42.81, -75.33)",POINT (-75.33 42.81)
Industrial,NY0253073,RAPHAEL VINEYARD,Ground,,39390 MAIN RD (RTE 25),CUTCHOGUE,NY,USA,11935,41.03,-72.46,"(41.03, -72.46)",POINT (-72.46 41.03)
Industrial,NY0270237,POULIN GRAIN INC,Ground,,6005 US RTE 11,CANTON,NY,USA,13617,44.60,-75.14,"(44.6, -75.14)",POINT (-75.14 44.6)
Industrial,NY0123561,PEDE BROS ITALIAN SPECIALTY FOODS,Ground,0.00,DUANESBURG RD,SCHENECTADY,NY,USA,12306,42.79,-74.00,"(42.79, -74.0)",POINT (-74 42.79)
Industrial,NY0032051,ELMA SD #4 BRIGGSWOOD,Surface,0.02,JACKMAN LN,ELMA,NY,USA,14059,42.85,-78.65,"(42.85, -78.65)",POINT (-78.65 42.85)
Municipal,NY0020079,V-GREENPORT WASTEWATER TREATMENT PLANT,Surface,0.66,1885 MOORES LN,GREENPORT,NY,USA,11944,41.10,-72.38,"(41.1, -72.38)",POINT (-72.38 41.1)
Industrial,NY0006491,INTERFACE PERFORMANCE MATERIALS,Surface,0.57,12 DAVIS ST,HOOSICK FALLS,NY,USA,12090,42.91,-73.36,"(42.91, -73.36)",POINT (-73.36 42.91)
Municipal,NY0028851,STONY POINT STP,Surface,1.00,24 NORTH ST,STONY POINT,NY,USA,10980,41.22,-73.97,"(41.22, -73.97)",POINT (-73.97 41.22)
Municipal,NY0020826,NORTH CHAUTAUQUA LAKE SD WWTP,Surface,0.50,CLARK ST,MAYVILLE,NY,USA,14757,42.24,-79.50,"(42.24, -79.5)",POINT (-79.5 42.24)
Industrial,NY0277835,BAITING HOLLOW FARMS,Ground,,2114 SOUND AVE,BAITING HOLLOW,NY,USA,11933,40.96,-72.76,"(40.96, -72.76)",POINT (-72.76 40.96)
Industrial,NY0073113,SENECA FOODS- LEICESTER PLANT,Both,1.55,5705 ST RTE 36,LEICESTER,NY,USA,14481,42.74,-77.88,"(42.74, -77.88)",POINT (-77.88 42.74)
Industrial,NY0245038,NYSDOT MAPLEVIEW SUBHEADQUARTERS,Surface,0.00,RTE 104,MAPLEVIEW,NY,USA,,43.46,-76.10,"(43.46, -76.1)",POINT (-76.1 43.46)
Municipal,NY0030741,MT MORRIS-V STP,Surface,0.86,103 SULLIVAN ST,MOUNT MORRIS,NY,USA,14510,42.73,-77.87,"(42.73, -77.87)",POINT (-77.87 42.73)
Industrial,NY0257915,EAST MARTINSBURG PIT,Surface,0.01,WHITTAKER RD - 1000' W OF ST RTE 12,MARTINSBURG,NY,USA,13404,43.74,-75.44,"(43.74, -75.44)",POINT (-75.44 43.74)
Industrial,NY0005487,HANSON - ORISKANY FALLS,Surface,1.67,ST RTE 12B - W SIDE @ GREEN VEDDER RD,ORISKANY FALLS,NY,USA,13425,42.95,-75.46,"(42.95, -75.46)",POINT (-75.46 42.95)
Municipal,NY0030996,VILLAGE OF PHILMONT WWTP,Surface,0.25,ST RTE 217 - S SIDE - OPPOSITE CO RTE 9,PHILMONT,NY,USA,12565,42.25,-73.66,"(42.25, -73.66)",POINT (-73.66 42.25)
Municipal,NY0037117,WILDWOOD SD (L&A),Surface,0.10,NEW HACKENSACK RD,WAPPINGERS FALLS,NY,USA,12590,41.61,-73.90,"(41.61, -73.9)",POINT (-73.9 41.61)
Municipal,NY0026051,ORANGETOWN SD #2 STP,Surface,12.75,127 ST RTE 303,ORANGEBURG,NY,USA,10962,41.04,-73.94,"(41.04, -73.94)",POINT (-73.94 41.04)
Municipal,NY0257851,CHAUMONT WWTP,Surface,0.10,ABANDONED STONE QUARRY NORTH OF VILLAGE ON CO RTE 179,CHAUMONT,NY,USA,13622,44.07,-76.13,"(44.07, -76.13)",POINT (-76.13 44.07)
Industrial,NY0000973,WEST VALLEY DEMONSTRATION PROJECT,Surface,0.15,10282 ROCK SPRINGS RD,WEST VALLEY,NY,USA,14171,42.45,-78.65,"(42.45, -78.65)",POINT (-78.65 42.45)
Industrial,NY0256439,ELIZABETHTOWN COMMUNITY HOSPITAL,Ground,,75 PARK ST,ELIZABETHTOWN,NY,USA,12932,44.22,-73.60,"(44.22, -73.6)",POINT (-73.6 44.22)
Industrial,NY0269441,THE MAT - LAUNDROMAT,Ground,,ST RTE 19,BELFAST,NY,USA,14711,42.34,-78.12,"(42.34, -78.12)",POINT (-78.12 42.34)
Industrial,NY0236616,HANSON GREAT BEND,Surface,0.08,23080 CO RTE 47,GREAT BEND,NY,USA,13643,44.00,-75.69,"(44.0, -75.69)",POINT (-75.69 44)
Industrial,NY0171778,NYSDOT COLLINS SUB RESIDENCY,Surface,0.00,14299 US RTE 62 @ WHEATER RD,COLLINS,NY,USA,14034,42.49,-78.93,"(42.49, -78.93)",POINT (-78.93 42.49)
Industrial,NY0242462,WALTER PRATT & SONS INC,Surface,0.00,317 COLUMBIA ST,RENSSELAER,NY,USA,12144,42.63,-73.74,"(42.63, -73.74)",POINT (-73.74 42.63)
Industrial,NY0251038,KINGSTON MAINTENANCE FACILITY,Surface,0.00,EXIT 20-NYS THRUWAY,ULSTER,NY,USA,,41.95,-74.03,"(41.95, -74.03)",POINT (-74.03 41.95)
Industrial,NY0248550,ROCKLAND COUNTY FIRE TRAINING CENTER,Surface,0.00,FIREMEN'S MEMORIAL DR,POMONA,NY,USA,10970,41.17,-74.04,"(41.17, -74.04)",POINT (-74.04 41.17)
Municipal,NY0145599,NEWBURGH NOB HILL SEWER DIST,Surface,0.01,FOSTERTOWN RD - N SIDE - E OF FROZEN LN,NEWBURGH,NY,USA,12550,41.55,-74.03,"(41.55, -74.03)",POINT (-74.03 41.55)
Municipal,NY0255971,CHAZY WASTEWATER TREATMENT FACILITY,Surface,0.09,US RTE 9,CHAZY,NY,USA,12921,44.90,-73.43,"(44.9, -73.43)",POINT (-73.43 44.9)
Municipal,NY0025097,KEESEVILLE WASTEWATER TREATMENT PLANT,Surface,0.40,1858 US RTE 9 (N AUSABLE ST),KEESEVILLE,NY,USA,12944,44.51,-73.47,"(44.51, -73.47)",POINT (-73.47 44.51)
Industrial,NY0107069,LOCKWOOD ASH DISPOSAL LANDFILL,Surface,0.25,Swarthout Rd,Torrey,NY,USA,14527,42.68,-76.96,"(42.68, -76.96)",POINT (-76.96 42.68)
Industrial,NY0236730,Gold Star Feed and Grain - Sangerfield,Ground,0.00,7593 US RTE 20,SANGERFIELD,NY,USA,13455,42.92,-75.38,"(42.92, -75.38)",POINT (-75.38 42.92)
Municipal,NY0026166,OWLS HEAD WASTEWATER RESOURCE RECOVERY FACILITY,Surface,120.00,6700 SHORE RD,BROOKLYN,NY,USA,11220,40.64,-74.03,"(40.64, -74.03)",POINT (-74.03 40.64)
Municipal,NY0257737,LYONS FALLS WASTEWATER TREATMENT FACILITY,Surface,0.07,E OF CONTINENTAL CIR & N OF NEW ST,LYONS FALLS,NY,USA,13368,43.62,-75.36,"(43.62, -75.36)",POINT (-75.36 43.62)
Industrial,NY0228117,HEANY INDUSTRIES INC,Ground,0.01,249 BRIARWOOD LN,SCOTTSVILLE,NY,USA,14546,43.03,-77.76,"(43.03, -77.76)",POINT (-77.76 43.03)
Municipal,NY0027596,BREWERTON WATER POLLUTION CONTROL PLANT,Surface,3.00,5225 GUY YOUNG RD,BREWERTON,NY,USA,13029,43.24,-76.16,"(43.24, -76.16)",POINT (-76.16 43.24)
Industrial,NY0128783,WHITEFACE MOUNTAIN SKI CENTER,Both,0.02,5021 ST RTE 86,WILMINGTON,NY,USA,12997,44.35,-73.86,"(44.35, -73.86)",POINT (-73.86 44.35)
Municipal,NY0266167,Corinth WWTP,Surface,0.79,37 White St,Corinth,NY,USA,12822,43.25,-73.82,"(43.25, -73.82)",POINT (-73.82 43.25)
Industrial,NY0237515,WASH N ROLL CAR WASH,Ground,,120 W SUFFOLK AVE|SCTM 500-119-1-85,CENTRAL ISLIP,NY,USA,11722,40.79,-73.22,"(40.79, -73.22)",POINT (-73.22 40.79)
Industrial,NY0204218,"SUNY AT BUFFALO - SOUTH CAMPUS, BAKER",Surface,0.01,3435 MAIN ST,BUFFALO,NY,USA,14214,42.95,-78.82,"(42.95, -78.82)",POINT (-78.82 42.95)
Industrial,NY0267295,WHISTLE CLEAN OF SOUTHAMPTON LAUNDROMAT,Ground,0.01,376 NORTH HWY,SOUTHAMPTON,NY,USA,11968,40.90,-72.41,"(40.9, -72.41)",POINT (-72.41 40.9)
Municipal,NY0020478,WOODBURY VALLEY FORGE SEWER DIS 1 STP,Surface,0.06,SUTHERLAND DR,WOODBURY,NY,USA,11797,41.36,-74.10,"(41.36, -74.1)",POINT (-74.1 41.36)
Industrial,NY0156396,BUCKEYE TERMINALS LLC - BINGHAMTON TERMINAL,Surface,,3301 OLD VESTAL RD,VESTAL,NY,USA,13850,42.10,-75.99,"(42.1, -75.99)",POINT (-75.99 42.1)
Industrial,NY0218090,Sunoco Marcy Terminal,Surface,,9678 RIVER RD,MARCY,NY,USA,13403,43.13,-75.25,"(43.13, -75.25)",POINT (-75.25 43.13)
Industrial,NY0260185,EASTVIEW MAINTENANCE FACILITY,Surface,0.00,92 OLD SAW MILL RIVER DR,EASTVIEW,NY,USA,,41.08,-73.82,"(41.08, -73.82)",POINT (-73.82 41.08)
Municipal,NY0029475,NEWARK WASTEWATER TREATMENT FACILITY,Surface,3.00,321 MURRAY ST,NEWARK,NY,USA,14513,43.05,-77.09,"(43.05, -77.09)",POINT (-77.09 43.05)
Municipal,NY0023574,ELLICOTTVILLE WWTP,Surface,1.40,US RTE 219 @ GREAT VALLEY CREEK,ELLICOTTVILLE,NY,USA,14731,42.27,-78.66,"(42.27, -78.66)",POINT (-78.66 42.27)
Municipal,NY0025259,HONEOYE FALLS - V STP,Surface,0.60,100 ULRICH LN,HONEOYE FALLS,NY,USA,14472,42.96,-77.59,"(42.96, -77.59)",POINT (-77.59 42.96)
Municipal,NY0023655,SCHOHARIE - V STP,Surface,0.33,DEPOT LN,SCHOHARIE,NY,USA,12157,42.67,-74.31,"(42.67, -74.31)",POINT (-74.31 42.67)
Industrial,NY0023612,MACEDON - V STP,Surface,0.75,135 MAIN ST|ST RTE 31 - S SIDE - OPPOSITE QUAKER RD,MACEDON,NY,USA,14502,43.07,-77.29,"(43.07, -77.29)",POINT (-77.29 43.07)
Municipal,NY0026841,BELGRAVE WPCD,Surface,2.00,34-01 255TH ST|2/374/8-11,GREAT NECK,NY,USA,11022,40.78,-73.74,"(40.78, -73.74)",POINT (-73.74 40.78)
Industrial,NY0291269,CATTARAUGUS CO DPW - FRANKLINVILLE BARN,Surface,0.00,8600 NYS RTE 16,MACHIAS,NY,USA,14101,42.38,-78.47,"(42.38, -78.47)",POINT (-78.47 42.38)
Industrial,NY0137243,FUN WASH LAUNDERETTE,Ground,0.02,2073 MIDDLE COUNTRY RD,CENTEREACH,NY,USA,11720,40.86,-73.09,"(40.86, -73.09)",POINT (-73.09 40.86)
Industrial,NY0077607,Cornell University Main Campus,Surface,,COLLEGE AVE,Ithaca,NY,USA,14853,42.44,-76.48,"(42.44, -76.48)",POINT (-76.48 42.44)
Industrial,NY0074489,VON ROLL USA INC,Surface,0.05,200 VON ROLL DR,SCHENECTADY,NY,USA,12306,42.80,-73.98,"(42.8, -73.98)",POINT (-73.98 42.8)
Industrial,NY0264245,MILLBROOK VINEYARDS & WINERY,Ground,0.00,26 WING RD,MILLBROOK,NY,USA,12545,41.83,-73.68,"(41.83, -73.68)",POINT (-73.68 41.83)
Municipal,NY0022519,RICHMONDVILLE - V STP,Surface,0.20,347 Main St,RICHMONDVILLE,NY,USA,12149,42.64,-74.56,"(42.64, -74.56)",POINT (-74.56 42.64)
Municipal,NY0023671,WASHINGTONVILLE - V WWTF,Surface,0.70,3 Walt Cole Blvd,Washingtonville,NY,USA,10992,41.43,-74.14,"(41.43, -74.14)",POINT (-74.14 41.43)
Industrial,NY0063592,SOUTH OSWEGO TERMINAL,Surface,0.34,RIDGE RD & CO RTE 20,OSWEGO,NY,USA,13126,43.41,-76.52,"(43.41, -76.52)",POINT (-76.52 43.41)
Industrial,NY0271314,SCDPW MAPLEWOOD FACILITY,Surface,,745 ST RTE 17B,MONGAUP VALLEY,NY,USA,,41.67,-74.76,"(41.67, -74.76)",POINT (-74.76 41.67)
Industrial,NY0263192,REG 9 HWY MNT WALTON GARAGE,Surface,,32266 ST RTE 10,WALTON,NY,USA,13856,42.16,-75.05,"(42.16, -75.05)",POINT (-75.05 42.16)
Municipal,NY0026689,YONKERS JOINT WWTP,Surface,120.00,1 FERNBROOK ST |LUDLOW DOCK SOUTH,YONKERS,NY,USA,10705,40.92,-73.91,"(40.92, -73.91)",POINT (-73.91 40.92)
Industrial,NY0005908,EF BARRETT POWER STATION,Surface,294.30,1 MCCARTHY RD,ISLAND PARK,NY,USA,11558,40.62,-73.65,"(40.62, -73.65)",POINT (-73.65 40.62)
Municipal,NY0022501,ALEXANDRIA BAY WWTP,Surface,0.75,35 ANTHONY ST,ALEXANDRIA BAY,NY,USA,13607,44.34,-75.91,"(44.34, -75.91)",POINT (-75.91 44.34)
Municipal,NY0279706,"BRIDGEHAMPTON RD WELL FIELD, PUMP STATION AND COMMERCIAL OFFICE",Ground,,"48 Buckskill Rd|SCTM# 300-194-2-31, 32 & 33",East Hampton,NY,USA,11937,40.96,-72.21,"(40.96, -72.21)",POINT (-72.21 40.96)
Industrial,NY0102741,GRAND ISLAND WATER TREATMENT PLT,Surface,0.05,318 BASELINE RD,GRAND ISLAND,NY,USA,14072,42.97,-78.97,"(42.97, -78.97)",POINT (-78.97 42.97)
Industrial,NY0252468,LENZ WINERY,Ground,0.00,MAIN RD (RTE 25),PECONIC,NY,USA,11958,41.04,-72.46,"(41.04, -72.46)",POINT (-72.46 41.04)
Industrial,NY0033987,ERIE CO JEROME D VANDEWATER WTP,Surface,0.05,3750 RIVER RD,TONAWANDA,NY,USA,14203,42.98,-78.94,"(42.98, -78.94)",POINT (-78.94 42.98)
Industrial,NY0257109,NEW HARTFORD COMPOST FACILITY,Surface,0.44,CHENANGO RD,NEW HARTFORD,NY,USA,13413,43.09,-75.29,"(43.09, -75.29)",POINT (-75.29 43.09)
Industrial,NY0280437,AMERICAN FRUITS CORDIAL CORP DISTILLERY,Ground,,385 GLENWOOD RD,PINE ISLAND,NY,USA,10969,41.28,-74.48,"(41.28, -74.48)",POINT (-74.48 41.28)
Industrial,NY0268518,CASTLETON ENERGY CENTER,Surface,,1902 RIVER RD|ST RTE 9J,CASTLETON ON HUDSON,NY,USA,12033,42.54,-73.75,"(42.54, -73.75)",POINT (-73.75 42.54)
Industrial,NY0263222,SOUTH KORTRIGHT CENTRAL SCHOOLS,Surface,,58200 ST RTE 10,SOUTH KORTRIGHT,NY,USA,13842,42.35,-74.70,"(42.35, -74.7)",POINT (-74.7 42.35)
Industrial,NY0166481,RESIDENT ENGRS HDQRS -MONROE,Surface,0.00,ST RTE 17 @ ST RTE 208,MONROE,NY,USA,10950,41.34,-74.19,"(41.34, -74.19)",POINT (-74.19 41.34)
Industrial,NY0259667,MAYBROOK MAINTENANCE SUB-HEADQUARTERS,Surface,0.00,ST RTE 208 @ I-84,MAYBROOK,NY,USA,12543,41.51,-74.21,"(41.51, -74.21)",POINT (-74.21 41.51)
Industrial,NY0279943,"Richard Laundromat, Inc.",Ground,0.01,279 W Main St,Smithtown,NY,USA,11787,40.86,-73.21,"(40.86, -73.21)",POINT (-73.21 40.86)
Municipal,NY0031941,SCHUYLERVILLE STP,Surface,0.26,SPRING ST,SCHUYLERVILLE,NY,USA,12871,43.10,-73.58,"(43.1, -73.58)",POINT (-73.58 43.1)
Municipal,NY0036790,EAST ONEIDA LAKE SD WWT FAC,Surface,2.00,3100 VIENNA RD,SYLVAN BEACH,NY,USA,13157,43.21,-75.72,"(43.21, -75.72)",POINT (-75.72 43.21)
Industrial,NY0271357,PANCO EQUIPMENT CORP,Surface,,607 CO RTE 1,PINE ISLAND,NY,USA,10969,41.29,-74.46,"(41.29, -74.46)",POINT (-74.46 41.29)
Municipal,NY0023990,TOWN OF YORK WWTF,Surface,0.30,3479 RETSOF RD|AKA CALEDONIA RD @ BIDWELLS CREEK,RETSOF,NY,USA,14592,42.84,-77.88,"(42.84, -77.88)",POINT (-77.88 42.84)
Industrial,NY0272876,GREENWOOD LAKE - V - WATER FILTRATION PLANT,Surface,0.04,70 ELM ST,GREENWOOD LAKE,NY,USA,,41.23,-74.30,"(41.23, -74.3)",POINT (-74.3 41.23)
Municipal,NY0030732,BRASHER FALLS SEWER DIST STP,Surface,0.20,11 FACTORY ST,BRASHER FALLS,NY,USA,13613,44.81,-74.77,"(44.81, -74.77)",POINT (-74.77 44.81)
Industrial,NY0268585,3D Rigging and Construction,Surface,0.00,435 CREBLE RD - FORMERLY LONG LN,SELKIRK,NY,USA,12158,42.56,-73.84,"(42.56, -73.84)",POINT (-73.84 42.56)
Industrial,NY0281395,EMPIRE VENTILATION/SHEPHERDS EYE BREWERY,Ground,,9 INDUSTRIAL DR,FLORIDA,NY,USA,,41.34,-74.36,"(41.34, -74.36)",POINT (-74.36 41.34)
Industrial,NY0265306,WARRENSBURG CENTRAL SCHOOL BUS GARAGE,Surface,0.00,HORICON AVE,WARRENSBURG,NY,USA,12885,43.50,-73.76,"(43.5, -73.76)",POINT (-73.76 43.5)
Industrial,NY0272663,"DELAWARE AQUEDUCT - SHAFT #6, 6B CHELSEA PUMP STATION",Surface,,199-209 RIVER RD N,CHELSEA,NY,USA,,41.56,-73.96,"(41.56, -73.96)",POINT (-73.96 41.56)
Municipal,NY0030864,ROME MUNICIPAL SEWAGE TREATMENT PLANT,Surface,12.00,7180 S Service Rd - for GPS|Mailing - 7180 E DOMINICK ST,Rome,NY,USA,13440,43.20,-75.41,"(43.2, -75.41)",POINT (-75.41 43.2)
Municipal,NY0031411,RICHFIELD SPRINGS WASTEWATER TREATMENT PLANT,Surface,0.60,140 BLOOMFIELD DR,RICHFIELD SPRNGS,NY,USA,13439,42.85,-74.99,"(42.85, -74.99)",POINT (-74.99 42.85)
Municipal,NY0156299,PORTER HOLLOW RD SD,Surface,0.01,186 PORTER HOLLOW RD,FENTON,NY,USA,13833,42.18,-75.78,"(42.18, -75.78)",POINT (-75.78 42.18)
Industrial,NY0157104,NYS DOT RES ENGR SUBHDQTRS STERLING,Ground,0.00,ST RTES 38 AND 104,NORTH VICTORY,NY,USA,13156,43.25,-76.64,"(43.25, -76.64)",POINT (-76.64 43.25)
Industrial,NY0226629,BASF CORP PROPERTY,Ground,,361 SHEEP PASTURE RD,EAST SETAUKET,NY,USA,11733,40.93,-73.08,"(40.93, -73.08)",POINT (-73.08 40.93)
Municipal,NY0023485,CANAJOHARIE - V STP,Surface,2.80,INCINERATOR RD,CANAJOHARIE,NY,USA,13317,42.91,-74.57,"(42.91, -74.57)",POINT (-74.57 42.91)
Industrial,NY0226017,EAST HAMPTON GT FACILITY,Ground,,33 COVE HOLLOW RD|SCTM# 300-185-2-2,EAST HAMPTON,NY,USA,11937,40.96,-72.21,"(40.96, -72.21)",POINT (-72.21 40.96)
Municipal,NY0031534,ALTAMONT - V STP,Surface,0.42,GUN CLUB RD,ALTAMONT,NY,USA,12009,42.71,-74.02,"(42.71, -74.02)",POINT (-74.02 42.71)
Industrial,NY0004472,INDIAN POINT ENERGY CENTER,Surface,2800.75,450 BROADWAY,BUCHANAN,NY,USA,10511,41.27,-73.95,"(41.27, -73.95)",POINT (-73.95 41.27)
Municipal,NY0270610,FOUR CORNERS SEWER DISTRICT WWTP,Surface,0.13,14 BOXWOOD CIR|PHILLIPS RD & MOORE RD,EAST FISHKILL,NY,USA,,41.59,-73.74,"(41.59, -73.74)",POINT (-73.74 41.59)
Industrial,NY0276545,COLUMBIA UNIVERSITY - MANHATTANVILLE CAMPUS/FACILITIES UTILITY IMPROVEMENT PROJECT,Surface,,637 W 125TH ST & 615 W 131ST ST,NEW YORK,NY,USA,10027,40.82,-73.96,"(40.82, -73.96)",POINT (-73.96 40.82)
Industrial,NY0260843,ROCK SALT STORAGE FACILITY - TROY,Surface,,7 ADAMS ST,TROY,NY,USA,12180,42.72,-73.70,"(42.72, -73.7)",POINT (-73.7 42.72)
Industrial,NY0275051,NYCDEP CATSKILL/DELAWARE WTP,Surface,,RTE 100C,GREENBURGH,NY,USA,10607,41.08,-73.81,"(41.08, -73.81)",POINT (-73.81 41.08)
Municipal,NY0026875,Albany County Water Purification District - NORTH PLANT,Surface,35.00,1 CANAL RD S OFF JONES RD,MENANDS,NY,USA,12204,42.68,-73.73,"(42.68, -73.73)",POINT (-73.73 42.68)
Municipal,NY0022446,Caesars Lane Wastewater Treatment Plant,Surface,5.00,CAESARS LN,NEW WINDSOR,NY,USA,12550,41.46,-74.03,"(41.46, -74.03)",POINT (-74.03 41.46)
Industrial,NY0226793,MATTITUCK MAIN ROAD LAUNDRY,Ground,,12250-2 ST RTE 25 (MAIN RD),MATTITUCK,NY,USA,11952,40.99,-72.53,"(40.99, -72.53)",POINT (-72.53 40.99)
Industrial,NY0086908,STS TRAILER & TRUCK EQUIPMENT,Surface,0.00,1912 CENTRAL AVE,ALBANY,NY,USA,12212,42.74,-73.86,"(42.74, -73.86)",POINT (-73.86 42.74)
Industrial,NY0000167,RETSOF REALTY STORMWATER OUTFALLS,Surface,0.23,BIDWELLS CRK - N OF ST RTE 63 & E OF RR GRADE|GENESEE R - N OF BEARDS CREEK,RETSOF,NY,USA,,42.79,-77.85,"(42.79, -77.85)",POINT (-77.85 42.79)
Industrial,NY0004839,NORTH ALBANY TERMINAL CO - GLENMONT TERMINAL,Surface,0.02,552 RIVER RD,GLENMONT,NY,USA,12077,42.59,-73.76,"(42.59, -73.76)",POINT (-73.76 42.59)
Municipal,NY0034762,DEKALB JUNCTION SEWAGE TREATMENT PLT,Surface,0.08,2907 CO RTE 17,DE KALB JUNCTION,NY,USA,13630,44.51,-75.28,"(44.51, -75.28)",POINT (-75.28 44.51)
Industrial,NY0258890,CITY OF OLEAN WATER SUPPLY SYSTEM,Surface,,CITYWIDE,OLEAN,NY,USA,14760,42.09,-78.43,"(42.09, -78.43)",POINT (-78.43 42.09)
Industrial,NY0031526,SUNY WANAKENA CAMPUS STP,Surface,0.01,257 RANGER SCHOOL RD,WANAKENA,NY,USA,13695,44.15,-74.90,"(44.15, -74.9)",POINT (-74.9 44.15)
Industrial,NY0260193,WHITE PLAINS MAINTENANCE FACILITY,Surface,0.00,51 PURDY AVE,WHITE PLAINS,NY,USA,,40.98,-73.75,"(40.98, -73.75)",POINT (-73.75 40.98)
Industrial,NY0262242,ST RTE 12 NYSDOT MAINTENANCE HEADQUARTERS,Surface,0.00,ST RTE 12 - SE SIDE - JUST NE OF VILLAGE LINE,OXFORD,NY,USA,13830,42.45,-75.58,"(42.45, -75.58)",POINT (-75.58 42.45)
Industrial,NY0206075,COBLESKILL - V WTP,Surface,0.03,DOW ST,COBLESKILL,NY,USA,12043,42.67,-74.44,"(42.67, -74.44)",POINT (-74.44 42.67)
Industrial,NY0262773,HOPSHIRE FARM,Ground,0.00,1771 DRYDEN RD (ST RTE 13) SOUTH SIDE|200' E KNOLLWOOD DR,DRYDEN,NY,USA,,42.48,-76.37,"(42.48, -76.37)",POINT (-76.37 42.48)
Municipal,NY0027901,OCSD#1 HARRIMAN SEWAGE TREATMENT PLANT,Surface,6.00,72 RIVER RD,HARRIMAN,NY,USA,10926,41.31,-74.14,"(41.31, -74.14)",POINT (-74.14 41.31)
Industrial,NY0207519,PORT EWEN WATER TREATMENT PLANT,Surface,0.00,RIVER ROAD,PORT EWEN,NY,USA,12466,41.89,-73.96,"(41.89, -73.96)",POINT (-73.96 41.89)
Industrial,NY0093572,GLOBAL COMPANIES - NORTH TERMINAL,Surface,,1254 RIVER RD|HUDSON RIVER,NEW WINDSOR,NY,USA,12553,41.49,-74.01,"(41.49, -74.01)",POINT (-74.01 41.49)
Industrial,NY0226769,COIN DISCOUNT LAUNDRY,Ground,0.01,20 FLOYD RD|SCTM# 200-88-5-72.1,SHIRLEY,NY,USA,11967,40.80,-72.86,"(40.8, -72.86)",POINT (-72.86 40.8)
Industrial,NY0239305,TOWN HIGHWAY GARAGE,Ground,0.00,ST RTE 3 - SE SIDE,SARANAC,NY,USA,12981,44.65,-73.74,"(44.65, -73.74)",POINT (-73.74 44.65)
Industrial,NY0249050,WHITEHALL RESERVOIR & WATER TREATMENT WORKS,Surface,0.01,BLUE GOOSE RD,DRESDEN,NY,USA,,43.58,-73.44,"(43.58, -73.44)",POINT (-73.44 43.58)
Industrial,NY0271837,RUNDEL LIBRARY,Surface,,115 SOUTH AVE,ROCHESTER,NY,USA,,43.15,-77.61,"(43.15, -77.61)",POINT (-77.61 43.15)
Industrial,NY0006785,HOLLINGSWORTH & VOSE GREENWICH MILL,Surface,0.40,2322 ST RTE 29,CENTER FALLS,NY,USA,12834,43.10,-73.46,"(43.1, -73.46)",POINT (-73.46 43.1)
Industrial,NY0100145,ALBANY - C FEURA BUSH WTR TRT PLT,Surface,0.55,FILTRATION PLANT RD,FEURA BUSH,NY,USA,12207,42.55,-73.87,"(42.55, -73.87)",POINT (-73.87 42.55)
Industrial,NY0206121,HILLTOWN PORK,Ground,0.00,12948 ST RTE 22,CANAAN,NY,USA,12029,42.37,-73.43,"(42.37, -73.43)",POINT (-73.43 42.37)
Municipal,NY0110493,FREEVILLE - V STP,Surface,0.13,DPW DR,FREEVILLE,NY,USA,13068,42.51,-76.34,"(42.51, -76.34)",POINT (-76.34 42.51)
Municipal,NY0030571,BALDWINSVILLE SENECA KNOLLS STP,Surface,9.00,BARBARA LN,BALDWINSVILLE,NY,USA,13027,43.14,-76.30,"(43.14, -76.3)",POINT (-76.3 43.14)
Municipal,NY0191825,SOUTH ALBANY SEWER DIST,Surface,0.01,SCOTT BLVD,SOUTH ALBANY,NY,USA,,42.55,-73.85,"(42.55, -73.85)",POINT (-73.85 42.55)
